資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,上下線,地点コード,市区町村コード,昼夜,天候,地形,路面状態,道路形状,環状交差点の直径,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状（当事者A）,車両形状（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,曜日(発生年月日),祝日(発生年月日),緯度,経度,発生日,発生時,color,発生地点,道路管理者区分,道路区分,道路構造,曲線半径,縦断勾配,トンネル番号,当事者車両台数,車両単独事故の対象物,臨時速度規制の有無,速度規制（臨時のみ）,トンネル延長距離
本票,茨城,静内,0020,死亡,1,0,30000,対象外,0000,204,夜－夜,晴,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,4,2,人対車両,45～54歳,75歳以上,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,50,00,中破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,日,その他,36.183103,139.704890,2019-01-27,20:50,red,,,,,,,,,,,,
本票,茨城,浦河,0004,死亡,1,0,30000,対象外,0000,228,昼－明,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,09,22,14,8,交差点内,規制なし,4,2,車両相互,45～54歳,75歳以上,乗用車－軽自動車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,50,40,中破,大破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,水,その他,35.992656,139.914027,2019-01-16,07:20,red,,,,,,,,,,,,
本票,茨城,豊平,0047,死亡,1,0,30000,対象外,0000,221,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,01,21,00,23,14,9,交差点内,規制なし,4,2,人対車両,65～74歳,75歳以上,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,50,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,水,その他,36.396943,140.542864,2019-01-30,11:00,red,,,,,,,,,,,,
本票,栃木,中央,0002,死亡,1,0,10020,対象外,0000,201,夜－夜,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,05,9,単路（交差点付近を含む）,規制なし,4,2,人対車両,25～34歳,25～34歳,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,00,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,日,その他,36.548014,139.865179,2019-01-06,02:03,red,,,,,,,,,,,,
本票,栃木,岩見沢,0005,死亡,1,0,30000,対象外,0000,208,夜－明,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,00,23,15,9,交差点内,規制なし,4,2,人対車両,25～34歳,75歳以上,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,50,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,土,その他,36.313123,139.819949,2019-01-05,06:22,red,,,,,,,,,,,,
本票,栃木,岩見沢,0025,死亡,1,0,30000,対象外,0000,364,夜－夜,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,車両単独,25～34歳,不明,乗用車－普通車,物件等,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,40,00,大破,対象外当事者,装備あり 作動,対象外当事者,その他,対象外当事者,死亡,対象外当事者,日,その他,36.215893,139.724534,2019-01-20,01:55,red,,,,,,,,,,,,
本票,栃木,美唄,0007,死亡,1,0,00040,上,1532,213,夜－夜,曇,市街地－その他,舗装－乾燥,単路－カーブ・屈折,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,3,単路（交差点付近を含む）,規制なし,4,2,人対車両,35～44歳,75歳以上,貨物車－大型車,歩行者,事業用,対象外当事者,貨物車,対象外当事者,50㎞／ｈ以下,対象外当事者,10,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,金,その他,36.899680,139.985984,2019-01-11,00:01,red,,,,,,,,,,,,
本票,栃木,美唄,0008,死亡,1,0,04000,対象外,0000,213,夜－夜,曇,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,09,22,17,9,交差点内,規制なし,1,2,車両相互,0～24歳,0～24歳,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,10,20,中破,大破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,土,その他,36.869516,139.997550,2019-01-12,21:28,red,,,,,,,,,,,,
本票,栃木,砂川,0017,死亡,1,0,99000,対象外,0000,301,昼－暮,晴,市街地－人口集中,舗装－乾燥,一般交通の場所,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,00,0,その他,規制なし,0,4,人対車両,75歳以上,75歳以上,貨物車－軽自動車,歩行者,自家用,対象外当事者,貨物車,対象外当事者,指定の速度規制なし等,対象外当事者,70,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,月,その他,36.435113,139.913617,2019-01-21,16:02,red,,,,,,,,,,,,
本票,栃木,芦別,0001,死亡,1,0,30000,対象外,0000,343,昼－昼,晴,非市街地,舗装－乾燥,単路－カーブ・屈折,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,3,その他,規制なし,5,3,車両単独,55～64歳,不明,二輪車－自動二輪－原付二種－51～125cc,物件等,自家用,対象外当事者,対象外当事者,対象外当事者,指定の速度規制なし等,対象外当事者,10,00,大破,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,死亡,対象外当事者,日,その他,36.495274,140.185596,2019-01-06,10:26,red,,,,,,,,,,,,
本票,群馬,西,0008,死亡,1,0,10710,対象外,0000,202,夜－夜,晴,非市街地,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,0～24歳,65～74歳,乗用車－普通車,貨物車－軽自動車,自家用,自家用,乗用車,貨物車,指定の速度規制なし等,40㎞／ｈ以下,20,10,小破,大破,その他,その他,その他,その他,損傷なし,死亡,水,その他,36.267326,138.991097,2019-01-02,20:30,red,,,,,,,,,,,,
本票,群馬,西,0075,死亡,1,0,02540,対象外,0000,202,夜－暮,晴,市街地－その他,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,45～54歳,75歳以上,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,50,40,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,金,その他,36.250427,138.964188,2019-01-11,17:33,red,,,,,,,,,,,,
本票,群馬,西,0275,死亡,1,0,21510,対象外,0000,202,夜－夜,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,3,人対車両,25～34歳,75歳以上,乗用車－軽自動車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,50,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,木,その他,36.382914,138.986264,2019-01-31,23:47,red,,,,,,,,,,,,
本票,群馬,岩見沢,0012,死亡,1,0,00180,下,0000,211,夜－夜,曇,市街地－人口集中,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,人対車両,45～54歳,55～64歳,貨物車－大型車,歩行者,事業用,対象外当事者,貨物車,対象外当事者,50㎞／ｈ以下,対象外当事者,80,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,水,その他,36.311617,138.854605,2019-01-09,01:23,red,,,,,,,,,,,,
本票,群馬,つがる,0097,死亡,1,0,37000,対象外,0000,204,夜－明,晴,非市街地,舗装－乾燥,単路－カーブ・屈折,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,3,その他,規制なし,5,3,車両単独,65～74歳,不明,乗用車－軽自動車,相手なし,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,00,00,大破,対象外当事者,装備あり 作動,対象外当事者,その他,対象外当事者,死亡,対象外当事者,日,その他,36.369552,139.263932,2019-01-20,06:20,red,,,,,,,,,,,,
本票,群馬,芦別,0039,死亡,1,1,10300,対象外,0000,208,夜－暮,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,75歳以上,35～44歳,乗用車－軽自動車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,30㎞／ｈ以下,30㎞／ｈ以下,50,50,大破,大破,その他,装備あり 作動,その他,その他,負傷,死亡,水,その他,36.499009,138.928456,2019-01-23,17:38,red,,,,,,,,,,,,
本票,埼玉,西,0053,死亡,1,0,39990,対象外,0000,203,夜－夜,雨,市街地－人口集中,舗装－湿潤,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,人対車両,25～34歳,75歳以上,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,80,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,木,その他,35.818450,139.703373,2019-01-31,20:04,red,,,,,,,,,,,,
本票,埼玉,東,0017,死亡,1,0,10880,対象外,0023,229,夜－夜,晴,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,09,22,14,9,交差点内,規制なし,4,1,車両相互,65～74歳,45～54歳,特殊車－大型－その他,軽車両－自転車,対象外当事者,対象外当事者,対象外当事者,対象外当事者,30㎞／ｈ以下,対象外当事者,10,10,小破,大破,対象外当事者,対象外当事者,対象外当事者,対象外当事者,損傷なし,死亡,木,その他,35.797434,139.623782,2019-01-10,18:07,red,,,,,,,,,,,,
本票,埼玉,江別,0062,死亡,1,0,39990,対象外,0000,221,夜－夜,晴,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,00,23,14,9,交差点内,規制なし,5,3,車両単独,65～74歳,不明,軽車両－自転車,相手なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,12,00,小破,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,死亡,対象外当事者,水,その他,35.825192,139.800458,2019-01-23,21:20,red,,,,,,,,,,,,
本票,埼玉,岩見沢,0023,死亡,1,0,39990,対象外,0000,217,夜－夜,晴,市街地－その他,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,55～64歳,75歳以上,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,80,30,小破,大破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,日,その他,36.101809,139.452399,2019-01-20,18:35,red,,,,,,,,,,,,
本票,埼玉,室蘭,0001,死亡,1,0,23620,対象外,0000,206,昼－暮,晴,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,00,23,14,9,交差点内,規制なし,5,3,車両単独,75歳以上,不明,乗用車－軽自動車,物件等,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,80,00,中破,対象外当事者,装備あり 作動,対象外当事者,その他,対象外当事者,死亡,対象外当事者,火,当日,36.181469,139.433783,2019-01-01,16:00,red,,,,,,,,,,,,
本票,埼玉,門別,0021,死亡,1,0,01250,対象外,0000,210,夜－夜,晴,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,00,23,14,9,交差点内,規制なし,4,2,人対車両,35～44歳,75歳以上,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,10,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,金,その他,36.130374,139.597712,2019-01-18,20:05,red,,,,,,,,,,,,
本票,埼玉,静内,0009,死亡,1,0,23240,対象外,0000,110,夜－明,晴,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,45～54歳,75歳以上,貨物車－中型車,軽車両－自転車,事業用,対象外当事者,貨物車,対象外当事者,40㎞／ｈ以下,対象外当事者,80,30,小破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,日,前日,35.942161,139.708526,2019-01-13,06:35,red,,,,,,,,,,,,
本票,埼玉,厚別,0011,死亡,1,0,10850,対象外,0000,442,夜－夜,曇,非市街地,舗装－乾燥,単路－カーブ・屈折,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,6,単路（交差点付近を含む）,規制なし,4,2,車両単独,0～24歳,不明,二輪車－自動二輪－軽二輪－126～250cc,物件等,自家用,対象外当事者,対象外当事者,対象外当事者,40㎞／ｈ以下,対象外当事者,21,00,中破,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,死亡,対象外当事者,日,その他,36.048953,139.691982,2019-01-20,23:27,red,,,,,,,,,,,,
本票,埼玉,手稲,0029,死亡,1,0,23760,対象外,0001,237,夜－夜,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,01,21,17,9,交差点内,規制なし,4,2,車両相互,35～44歳,75歳以上,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,10,40,小破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,土,その他,35.840749,139.881591,2019-01-19,18:41,red,,,,,,,,,,,,
本票,埼玉,東入間,0038,死亡,1,0,39990,対象外,0000,324,夜－夜,晴,市街地－人口集中,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,3,人対車両,65～74歳,65～74歳,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,30㎞／ｈ以下,対象外当事者,80,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,金,その他,35.836631,139.533143,2019-01-25,18:05,red,,,,,,,,,,,,
